marka,seri,model,kasa_tipi
Nissan,Qashqai,1.2 DIG-T Visia,SUV
Hyundai,i10,1.2 MPI Jump,Hatchback/5
Opel,Crossland,1.2 T Edition,SUV
Skoda,Fabia,1.4 Ambiente,Sedan
Volkswagen,Polo,1.4 TSi GTi,Hatchback/5
Opel,Crossland X,1.2 T 120.Yıl,SUV
Skoda,Rapid,1.0 TSI GreenTec Style,Sedan
Smart,ForTwo,EQ Passion,Coupe
Honda,Civic,1.6i VTEC Eco Elegance,Hatchback/5
Nissan,Juke,1.5 dCi Platinum,Crossover
Opel,Grandland X,1.6 D EcoTEC Enjoy,SUV
Volvo,S70,2.0 T5,Sedan
Opel,Mokka X,1.4 Enjoy,SUV
Opel,Astra,1.6,Sedan
Volvo,V70,2.5 T5,Station wagon
Land Rover,Discovery,2.7 TDV6,SUV
Kia,Rio,1.4 CRDi Sporty,Hatchback/3
Opel,Crossland,1.2 T Essential,Crossover
Volvo,S80,1.6 T4 Premium,Sedan
BMW,X5,25d xDrive,SUV
Peugeot,206,1.4 HDi Comfort,Sedan
Peugeot,308,1.6 VTi Comfort Pack,Hatchback/5
Peugeot,207,1.6 HDi Active,Station wagon
Seat,Ibiza,1.2 Elegance,Hatchback/5
Peugeot,5008,1.6 BlueHDi GT Line,SUV
Skoda,Rapid,1.4 TDI Style,Hatchback/5
Peugeot,3008,1.5 BlueHDI Allure Selection,SUV
Peugeot,3008,1.5 BlueHDI Active Life Sport Pack,SUV
BMW,X5,30d xDrive M Sport,SUV
Jeep,Cherokee,2.0 TD Limited,SUV
Nissan,Qashqai,1.5 dCi Platinum Premium Pack,SUV
Peugeot,3008,1.6 BlueHDi Active SkyPack,SUV
Opel,Astra,1.4 Club,Station wagon
BMW,X6,30d xDrive M Sport,SUV
Ford,Fiesta,1.4 Collection,Hatchback/5
Lada,Kalina,1.6,Sedan
Peugeot,207,1.4 HDi Active,Hatchback/5
Fiat,Egea Cross,1.6 Multijet Urban,-
Peugeot,2008,1.5 BlueHDI GT Line,SUV
Alfa Romeo,Giulia,2.0 Competizione,Sedan
Tofaş,Kartal,SLX,Hatchback/5
Nissan,X-Trail,2.0 dCi LE Platinum,SUV
Peugeot,3008,1.6 PureTech Active Prime Edition,SUV
Peugeot,3008,1.2 PureTech Active,SUV
Peugeot,3008,1.5 BlueHDI Allure Dynamic,SUV
Peugeot,508,1.6 VTi Access,Sedan
Skoda,SuperB,1.8 T Comfort,Sedan
Skoda,SuperB,1.4 TSI Comfort,Sedan
Mazda,2,1.5 Sky-G Power Sense,Hatchback/5
Peugeot,5008,1.5 BlueHDI GT,SUV
Mazda,323,1.6 GLX,Sedan
Mazda,2,1.5 Sky-G Power,Hatchback/5
Mazda,3,1.6 Comfort,Sedan
Mazda,323,1.5,Sedan
Peugeot,5008,1.6 PureTech GT,SUV
Mazda,626,2.0,Sedan
Mazda,3,1.5 SkyActive-G Power,Sedan
Opel,Astra,1.6 Cosmo,Sedan
Mazda,6,2.0 Sky-G Power,Sedan
Mazda,3,1.6 Impressive,Sedan
Peugeot,308,1.6 e-HDi Sportium,Hatchback/5
Mazda,3,1.5 SkyActive-G Reflex,Sedan
Mazda,323,1.6,Sedan
Mazda,3,1.6 Touring,Hatchback/5
Mazda,3,1.6 Base,Hatchback/5
Opel,Corsa,1.2,-
Mazda,3,1.5 SkyActive-D Motion,Sedan
Nissan,Juke,1.5 dCi Skypack,Crossover
Mazda,3,1.5 SkyActive-G Motion,Sedan
Peugeot,5008,1.5 BlueHDI Allure,SUV
Mercedes - Benz,200,D,Sedan
Peugeot,3008,1.2 PureTech Active Prime Edition,SUV
Peugeot,3008,1.5 BlueHDI Active Prime Edition,SUV
Mercedes - Benz,S,S 300 300,Sedan
Peugeot,5008,1.6 HDi Premium Pack,SUV
Peugeot,3008,1.6 Hybrid Allure,SUV
Peugeot,2008,1.6 e-HDi Allure,SUV
Peugeot,407,1.6 HDi Executive,Sedan
Kia,Sportage,2.0 DSL,SUV
Mercedes - Benz,190,190 E 1.8,Sedan
Kia,EV3,GT Line Long,SUV
Renault,Rafale,1.2 E-tech Esprit Alpine,SUV
Peugeot,3008,1.6 BlueHDi GT Line,SUV
Jeep,Compass,1.3 GSE Limited,SUV
Seat,Ibiza,1.4 Copa Plus,Hatchback/5
Peugeot,3008,1.6 PureTech Allure,SUV
Peugeot,3008,1.5 BlueHDI Active Dynamic,SUV
Ford,Focus,1.6 Trend,Station wagon
Mercedes - Benz,E,240 Elegance,Sedan
Mercedes - Benz,C,C 220 CDI Avantgarde,Station wagon
Peugeot,3008,1.6 PureTech Allure Selection,SUV
Kia,Rio,1.4 EX Trend,Hatchback/5
Mercedes - Benz,C,C 200 D Elegance,Sedan
Jeep,Grand Cherokee,3.0 CRD Overland,SUV
Opel,Astra,1.6 Cosmo,Station wagon
Peugeot,3008,1.2 PureTech GT Line Dynamic,SUV
Opel,Astra,1.6 Enjoy,Station wagon
Peugeot,5008,1.5 BlueHDI Allure Dynamic,SUV
Peugeot,2008,1.2 PureTech Active Dynamic,SUV
Peugeot,2008,1.2 PureTech Allure Dynamic,SUV
Jeep,Compass,1.5 Hybrid S Limited,-
Toyota,Urban Cruiser,1.33 Elegant,Hatchback/5
Opel,Astra,1.6 Sport,Station wagon
Land Rover,Range Rover Sport,2.0 PHEV Hybrid HSE Dynamic,SUV
Toyota,Yaris,1.5 Hybrid Passion,Hatchback/5
Skoda,Karoq,1.5 TSI Sportline,SUV
Jeep,Grand Cherokee,3.0 CRD Summit,SUV
Jeep,Grand Cherokee,3.0 CRD Limited,SUV
Skoda,Octavia,1.6 TDI Ambition,Station wagon
Toyota,Auris,1.8 Hybrid Premium,Hatchback/5
Kia,Sportage,2.0 CRDi 4x4 Plus,SUV
Toyota,Auris,1.4 D-4D Blue,Hatchback/5
Peugeot,3008,1.5 BlueHDI Allure Dynamic Plus,SUV
Skoda,Kodiaq,1.5 TSI GreenTec Ambition,SUV
Peugeot,308,1.2 VTi Access,Hatchback/5
Mercedes - Benz,CLC,160 Emotion,Coupe
Kia,EV3,Elegance,SUV
Kia,Stonic,1.0 T-GDI Business,SUV
Skoda,Kodiaq,1.4 TSI Ambition,SUV
Fiat,Egea Cross,1.5 T4 Urban,SUV
Mercedes - Benz,C,C 180 BlueEFFICIENCY Avantgarde,Station wagon
Toyota,Yaris,1.3 Blue,Hatchback/5
Mercedes - Benz,E,350 BlueTEC Premium,Sedan
Mercedes - Benz,R,R 320 320 CDI L,Station wagon
Kia,Soul,1.6 CRDi Premium,SUV
Mercedes - Benz,A,A 180 CDI BlueEfficiency Prime,Hatchback/5
Ssangyong,Rexton,2.0 e-XDI W 4x4 Platinum,SUV
Peugeot,5008,1.2 Hybrid GT,SUV
Toyota,C-HR,1.8 Hybrid Passion X-Pack,SUV
Land Rover,Range Rover Sport,3.0 TDV6 Autobiography,SUV
Peugeot,408,1.2 Hybrid Allure,SUV
Mercedes - Benz,A,A 180 Style Plus,Hatchback/5
Peugeot,3008,1.2 Hybrid GT,SUV
Peugeot,2008,1.2 PureTech GT,Crossover
Land Rover,Freelander,1.8 1.8i,SUV
Opel,Astra,1.6 Enjoy Elegance,Hatchback/5
Nissan,Juke,1.6 Platinum,SUV
BMW,X5,25d xDrive Premium Line,SUV
Mercedes - Benz,EQA,350 AMG,SUV
Volkswagen,Golf,1.9 TDi Midline,Hatchback/5
Toyota,Avensis,2.0 Executive Elegant,Sedan
Mercedes - Benz,E,250 AMG,Sedan
Mercedes - Benz,E,250 CDI BlueEFFICIENCY Avantgarde,Coupe
Audi,Q7,3.0 TDI Quattro,Crossover
Mercedes - Benz,SLK,250,Roadster
Volvo,V60,1.6 T4 Advance,Station wagon
Audi,Q5,40 TDI Quattro Design,SUV
Audi,Q7,50 TDI Quattro,SUV
Mercedes - Benz,C,C 180 AMG,Coupe
Audi,Q7,55 TFSI Quattro S Line,SUV
Ford,Ranger,3.2 TDCi Wild Trak,SUV
Land Rover,Range Rover Velar,2.0 TD4 S,SUV
Mercedes - Benz,A,A 180 BlueEFFICIENCY Style,Hatchback/5
Volvo,V60 Cross Country,2.0,Station wagon
Renault,Captur,1.3 TCe Techno,SUV
Mitsubishi,L 200,4x4 Blizzard,SUV
Renault,Kadjar,1.5 dCi Touch,SUV
Land Rover,Discovery,2.7 TDV6 HSE,SUV
Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY Sport,MPV
Volkswagen,Jetta,1.9 TDi Primeline,Sedan
BMW,X3,20i sDrive X Line,Crossover
Alfa Romeo,Tonale,1.5 VGT TI,SUV
Renault,Captur,1.6 E-Tech Esprit Alpine,SUV
Volkswagen,Passat,1.4 TSi Highline,Sedan
Ford,Ranger,2.5 TDCi XL,SUV
BMW,X5,30d xDrive Premium,SUV
Renault,Kadjar,1.5 dCi Touch Roof,SUV
Renault,Duster,1.3 TCe Techno,SUV
BMW,X3,25i,SUV
Land Rover,Range Rover Evoque,2.0 Si4 Pure,SUV
Renault,Captur,1.5 BlueDCI Touch,SUV
Mini,Cooper Countryman,1.5 Pepper,SUV
Land Rover,Range Rover Sport,3.0 TDV6 Premium HSE,SUV
BMW,X2,1.8i sDrive Special Edition M Sport,SUV
Land Rover,Range Rover Evoque,1.5 PHEV S,SUV
BMW,X2,1.8i sDrive Premium Line,SUV
Seat,Arona,1.0 EcoTSI FR,-
Mitsubishi,L 200,4x2 Intense,Hard top
Seat,Ateca,1.6 TDI Ecomotive Xcellence,SUV
Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic,SUV
Land Rover,Discovery,3.0 SDV6 SE,SUV
Skoda,Enyaq Coupe,E-Sportline,SUV
Opel,Astra,1.6 Enjoy Plus,Hatchback/5
Audi,Q3,35 TFSI S Line,Coupe
Volkswagen,Polo,1.2 TSi Allstar,Station wagon
Citroen,C5 Aircross,1.6 PureTech Feel Adventure,SUV
Peugeot,308,1.6 HDi Active,Hatchback/5
Volkswagen,Scirocco,1.4 TSi Sportline,Hatchback/3
Skoda,Kodiaq,1.4 TSI Style,SUV
DFSK,E5,1.5 Elegance,SUV
Mercedes - Benz,E,320 CDI Elegance,Sedan
Renault,Scenic,1.5 dCi Expression,MPV
Land Rover,Discovery,2.0 Si4 R-Dynamic SE,SUV
Ford,Focus,1.5 EcoBlue Titanium X,Station wagon
Skoda,Yeti,1.6 TDI Elegance Greenline,SUV
Mercedes - Benz,CLA,180 CDI AMG,Sedan
Skoda,Yeti,1.6 TDI Ambition Greenline,SUV
Volkswagen,Polo,1.0 TSi Life,Coupe
Audi,Q2,1.0 TFSI Design,SUV
Tata,Xenon,4x2,Hard top
Toyota,Verso,1.6 Elegant Plus,Station wagon
Audi,Q2,35 TFSI Design,SUV
Volkswagen,Lupo,1.4,Hatchback/3
Dodge,Caliber,2.0 CRD,Hatchback/5
Citroen,C4 Cactus,1.6 e-HDi Feel,SUV
Fiat,500 X,1.6 E-Torq Pop Plus,SUV
Ford,Ranger,2.5 TDCi Hi-Rider,Hard top
Mercedes - Benz,A,A 200 Progressive+,Sedan
Skoda,Elroq,e-Prestige 60,SUV
Ssangyong,Korando Sports,2.0 e-XDI,Hard top
Toyota,Starlet,1.3,Hatchback/5
Ssangyong,Musso Grand,2.2 D Platinum,SUV
Skoda,Kodiaq,1.4 TSI Prestige,SUV
BMW,iX2,eDrive20 Sport Line,SUV
BMW,X1,16d sDrive Sport Line,SUV
BMW,X1,18i sDrive,SUV
Skoda,Octavia,1.5 TSI Sport,Hatchback/5
Ford,Ranger,2.2 TDCi XLT,Hard top
BMW,X5,30sd,SUV
BMW,X1,xDrive25e X Line,SUV
BMW,iX2,eDrive20 M Sport,SUV
Alfa Romeo,Tonale,1.6 D Sprint,SUV
BMW,X6,40d xDrive M Sport,SUV
Mini,Cooper,1.5 Chili,Station wagon
Mini,Cooper S,1.6 Cabrio,-
Hyundai,Santa Fe,2.0 CRDi GLS,SUV
Hyundai,ix35,2.0 R Style,SUV
Suzuki,Vitara,1.4 S,SUV
Mitsubishi,Attrage,1.2 Intense,Sedan
Citroen,C4 Cactus,1.2 PureTech Shine,Crossover
Citroen,C4 SUV,1.2 PureTech Shine,SUV
Ssangyong,Actyon Sports,2.0 SXDI 4x2,Hard top
Subaru,Forester,2.0 TD Premium,SUV
Fiat,Egea Cross,1.4 Fire Urban,Crossover
Mercedes - Benz,C,C 43 AMG,Sedan
Honda,CR-V,1.6 i-DTEC Elegance,SUV
Peugeot,208,1.5 BlueHDi Signature,Hatchback/5
Peugeot,206,1.6 Roland Garros,Hatchback/5
Honda,CR-V,2.0i Elegance,SUV
Cupra,Formentor,1.5 e-Hybrid,SUV
Cupra,Formentor,1.5 eTSI,SUV
Chevrolet,Trax,1.6,Crossover
Hyundai,Ioniq 5,Advance,SUV
Mitsubishi,Colt,1.1 Inform,Hatchback/5
Suzuki,Vitara,1.4 Boosterjet Hibrit GLX Premium,SUV
Dacia,Duster,1.5 dCi Adventure,SUV
Peugeot,208,1.5 BlueHDi Signature Dynamic,Hatchback/5
Hyundai,Kona,Electric 100 kW Progressive,SUV
Peugeot,307,1.6 XR,Hatchback/5
Daihatsu,Terios,1.3 DX,SUV
Daihatsu,Terios,1.5 Gold,SUV
Fiat,500 X,1.3 Multijet Cross,SUV
Peugeot,308,1.2 PureTech Allure Sport,Hatchback/5
Nissan,Almera,1.5 Visia,Hatchback/3
Renault,Clio,1.2 Expression,Hatchback/5
Toyota,Hilux,2.4 D-4D 4x2 Adventure,SUV
Jaguar,F-Pace,2.0 D R Sport,SUV
Fiat,Fullback,2.4 D Hardrock,Hard top
Ford,EcoSport,1.0 EcoBoost Style,Crossover
Fiat,Egea Cross,1.4 Fire Lounge,Crossover
Fiat,Egea Cross,1.6 Multijet Street Plus,SUV
Toyota,Yaris Cross,1.5 Hybrid Flame X-Pack,SUV
Jeep,Cherokee,3.7 Limited,SUV
Ford,Kuga,1.5 EcoBlue Style,SUV
Ford,Flex,3.5,SUV
Toyota,RAV4,2.5 Hybrid,SUV
Volvo,S80,2.0 T,Sedan
Hyundai,ix35,1.6 GDI Style Desing Pack,SUV
Ford,Ranger,2.0 EcoBlue 4x4 Wildtrak,Crossover
Honda,CR-V,1.5 VTEC Executive Plus,SUV
Jaguar,F-Pace,2.0 D SE,SUV
Toyota,Yaris,1.3 Luna,Hatchback/3
Volvo,S60,2.4 T,Sedan
Nissan,Almera,1.5 Luxury,Sedan
Alfa Romeo,Junior Speciale,Bilinmiyor,SUV
Kia,Ceed,1.6 CRDi Concept SW,Station wagon
Honda,HR-V,1.5 e-HEV Style,SUV
Toyota,Hilux,2.4 D-4D 4x4 Adventure,Hard top
Isuzu,D-Max,3.0 D 4x4,Hard top
Kia,Sportage,1.6 GDI Concept,SUV
Honda,Jazz,1.5 Hybrid Crosstar Executive,Hatchback/3
Opel,Astra,1.6 GLS,Hatchback/5
Jeep,Renegade,1.5 e-Hybrid Limited,SUV
Jeep,Renegade,1.5 e-Hybrid Longitude,SUV
Peugeot,206,1.4 HDi X-line,Station wagon
Kia,Soul,1.6 CRDi X-tra,SUV
Opel,Corsa,1.5 TD,Hatchback/5
Kia,EV3,Prestige,SUV
Peugeot,206,1.4 Desire,Hatchback/5
Jaguar,I-Pace,Bilinmiyor,SUV
Opel,Astra,1.6 GL,Station wagon
Jaguar,F-Pace,2.0 D Prestige,SUV
Hyundai,Tucson,1.6 CRDi Elite Red Pack,SUV
Volkswagen,Golf,1.4 CL,Hatchback/5
Kia,Sorento,2.2 CRDi XM2,SUV
Hyundai,Kona,1.6 CRDI Elite,SUV
Jeep,Grand Cherokee,4.7 Limited,SUV
Land Rover,Freelander,2.0 TD4 HSE,SUV
Kia,Sportage,1.6 GDI Concept Plus,Crossover
Kia,EV6,Long Range GT Line,SUV
Volvo,V90 Cross Country,2.0 D D5 Pro,Station wagon
Kia,Sportage,1.6 T-GDI GT-Line Prestige,SUV
Kia,Sportage,2.0,SUV
Isuzu,D-Max,1.9 D 4x2 V-Go,Hard top
Isuzu,D-Max,1.9 D 4x4 V-Cross,SUV
Jeep,Renegade,1.0 Turbo Sport,SUV
Isuzu,D-Max,1.9 D 4x2 V-Life,SUV
Kia,Sportage,1.6 T-GDI GT-Line Exclusive,SUV
Kia,EV3,Prestige Long,SUV
Kia,Sportage,2.0 EX,SUV
Jeep,Compass,1.3 GSE 80.Yıl,SUV
Jeep,Compass,1.3 GSE S Limited,SUV
Jeep,Compass,1.3 Turbo PHEV S Limited,SUV
Mercedes - Benz,GLE,350 D AMG,SUV
Kia,Sportage,1.6 GDI Comfort,Crossover
Isuzu,D-Max,2.5 D 4x4,Hard top
Mercedes - Benz,X,X 250 d Power,SUV
Kia,Stonic,1.25 MPI Cool,SUV
Kia,Stonic,1.4 MPI Prestige,SUV
DS Automobiles,DS7 Crossback,1.6 THP PureTech So Chic Opera,SUV
Land Rover,Discovery Sport,2.0 TD4 HSE,SUV
Mercedes - Benz,GLC,250 AMG,SUV
Fiat,500 X,1.6 Multijet Popstar,SUV
Land Rover,Range Rover,4.4 V8 Vogue,SUV
Land Rover,Range Rover,2.0 PHEV Autobiography,SUV
Land Rover,Defender,130 2.5 TD,SUV
Chevrolet,Trax,1.4,SUV
Land Rover,Defender,110 2.0 HSE,SUV
Lexus,NX,300h,SUV
Mazda,CX-3,1.5 SKY-D Motion,SUV
Land Rover,Freelander,2.2 TD4 Select,SUV
Lada,Niva,1.6,SUV
Opel,Astra,2.0 CDX,Sedan
Mercedes - Benz,ML,350 AMG,SUV
Mercedes - Benz,ML,280 CDI,SUV
DS Automobiles,DS7 Crossback,1.5 BlueHDI Etoile,SUV
Land Rover,Discovery Sport,2.0 TD4 HSE Luxury,SUV
Mitsubishi,L 200,4x4 Magnum,Hard top
Peugeot,107,1.0 Urban Move,Hatchback/5
Mercedes - Benz,GLA,200 Progressive,SUV
Mercedes - Benz,ML,270 CDI,SUV
Land Rover,Defender,110 3.0,Crossover
Mercedes - Benz,GLB,200 Progressive,SUV
Mitsubishi,L 200,4x4 Storm,SUV
Ford,Kuga,2.0 TDCi Selective,SUV
Mitsubishi,L 200,4x2 Storm,SUV
Mitsubishi,L 200,4x4 Instyle,Hard top
Mitsubishi,L 200,4x2 Pick Up,Hard top
Land Rover,Defender,110 2.0 X-Dynamic SE,SUV
Mitsubishi,L 200,4x2 Invite,SUV
Mercedes - Benz,GLK,220 CDI Premium,SUV
Nissan,Juke,1.6 Platinum,Crossover
Mini,Cooper Countryman,1.5 Salt,SUV
Mini,Cooper Countryman,1.5 Chili,SUV
Nissan,Qashqai,1.5 dCi Tekna Executive,SUV
Mercedes - Benz,GLC,250 Exclusive,SUV
Land Rover,Discovery Sport,2.0 TD4 SE,SUV
Land Rover,Discovery Sport,2.0 TD4 R-Dynamic S,SUV
Nissan,Navara,2.5 TDI 4x4 LE,SUV
Mini,Cooper Countryman,1.5 D One Salt,SUV
Mazda,CX-3,1.5 Sense,SUV
Mini,Cooper Countryman,1.5 Signature,SUV
Mitsubishi,Eclipse Cross,1.5 MIVEC Intense,SUV
Peugeot,307,1.4 XR,Hatchback/3
Nissan,Juke,1.0 DIG-T Platinum Premium,SUV
Mitsubishi,L 200,4x2 Magnum,-
Mitsubishi,L 200,4x4,Hard top
Mazda,B2500,2.5 D,SUV
Hyundai,i30,1.6 CRDi Elite,Station wagon
Nissan,Qashqai,1.5 dCi Midnight Edition,SUV
Nissan,Juke,1.6 Visia,SUV
MG,Marvel R,Performance,SUV
Nissan,Juke,1.5 dCi Sport Pack,Crossover
Mercedes - Benz,X,X 250 d Progressive,Crossover
Nissan,Qashqai,1.6 dCi Tekna Plus,SUV
Jeep,Compass,1.6 Limited,SUV
BMW,X5,25d xDrive Excellence,SUV
Opel,Corsa,1.4 Elegance,Hatchback/5
Mitsubishi,Pajero,2.6,SUV
Nissan,Navara,2.5 TDI 4x4 SE,SUV
Nissan,X-Trail,1.6 dCi Design,SUV
Nissan,Navara,2.3 dCi 4x2,SUV
Mitsubishi,Outlander,2.4 Sport,SUV
Nissan,Navara,2.5 TDI 4x2 LE,SUV
Nissan,X-Trail,2.0 Luxury,SUV
Nissan,Qashqai,2.0 dCi Tekna Executive,SUV
Nissan,Qashqai,2.0 dCi Platinum,SUV
Citroen,C4 Cactus,1.2 PureTech Feel,SUV
Opel,Crossland,1.5 T Elegance,SUV
Opel,Corsa,1.2 Comfort,Hatchback/5
Mitsubishi,L 200,4x4 Storm,Pick-Up
Opel,Grandland X,1.5 D EcoTEC Excellence,SUV
Nissan,Qashqai,1.5 e-Power Platinum Premium,SUV
Nissan,Juke,1.5 dCi Special Edition,SUV
Opel,Mokka,1.6 Cosmo,SUV
Nissan,Navara,2.3 dCi 4x2,Hard top
Nissan,Qashqai,1.6 dCi Platinum,SUV
Hyundai,i30,1.4 Blue Drive,Hatchback/5
Opel,Calibra,2.0,Coupe
Porsche,Cayenne,3.6 S,SUV
Opel,Crossland X,1.5 CDTI Innovation,SUV
Opel,Crossland X,1.2 T Innovation,SUV
BMW,X6,40d xDrive Sport,SUV
Renault,Koleos,1.6 dCi Icon,SUV
Opel,Corsa,1.2 Enjoy,Hatchback/3
Skoda,Yeti,1.2 TSI Ambition,SUV
Nissan,Qashqai+2,1.5 dCi Tekna,SUV
Hyundai,i20,1.0 T-GDI Elite Plus,Hatchback/5
Renault,Captur,1.3 TCe Touch Plus,SUV
Skoda,Kodiaq,1.5 TSI GreenTec Sportline,SUV
Nissan,Qashqai,1.5 dCi Tekna Sport Pack,SUV
Nissan,X-Trail,1.6 dCi Black Edition,SUV
Opel,Astra,1.6 Comfort,Hatchback/3
Opel,Antara,2.0 CDTI Cosmo,SUV
Nissan,Qashqai+2,1.5 dCi Platinum,SUV
Opel,Grandland,1.5 D Turbo Ultimate,SUV
Skoda,Yeti,2.0 TDI Ambition,SUV
Renault,Captur,1.3 TCe RS Line,SUV
Ssangyong,Actyon,1.5 T-GDI,SUV
Opel,Crossland X,1.2 T Enjoy,SUV
Skoda,Karoq,1.0 TSI Ambition,SUV
Nissan,Qashqai+2,1.6 Platinum,SUV
Dacia,Sandero Stepway,1.0 Tce Comfort,SUV
Renault,Captur,1.3 TCe Evolution,SUV
Nissan,X-Trail,1.3 DIG-T Platinium,SUV
Subaru,Forester,2.0 Elegance,SUV
Opel,Mokka X,1.4 Excellence,SUV
Renault,Kadjar,1.2 TCe Touch,SUV
Jaguar,XF,2.0 D Portfolio Plus,Sedan
Opel,Crossland X,1.6 CDTI Enjoy,SUV
Toyota,Hilux,2.4 D-4D 4x2 Active,Hard top
Opel,Grandland,1.5 D Turbo GS,SUV
Toyota,Hilux,2.4 D-4D 4x2 Adventure,-
Opel,Grandland X,1.5 D EcoTEC Edition,SUV
Opel,Grandland X,1.2 EcoTEC Enjoy,SUV
Volkswagen,Amarok,3.0 TDI Highline,Hard top
Volkswagen,Amarok,2.0 Bi-TDI Canyon,Hard top
Subaru,XV,1.6 Xtreme Plus,SUV
Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,SUV
Opel,Grandland X,1.2 EcoTEC Elegance,SUV
Opel,Corsa,1.0,Hatchback/5
Ssangyong,Rexton,2.0 e-XDI W 4x2 Platinum,SUV
Renault,Duster,1.6 E-Tech Evolution,SUV
Renault,Captur,1.5 dCi Outdoor,SUV
Opel,Grandland X,1.5 D EcoTEC Ultimate,SUV
Volkswagen,Taigo,1.5 TSI Style,SUV
Suzuki,Jimny,1.5 GLX,SUV
Toyota,C-HR,1.8 Hybrid Advance,Crossover
DFSK,E5,1.5 Trend Elegance,SUV
Seat,Ateca,1.5 EcoTSI Xcellence,SUV
Porsche,Macan,3.0 S Diesel,SUV
Opel,Corsa,1.2 Silverline,Hatchback/5
Opel,Grandland X,1.5 D EcoTEC Essentia,SUV
Peugeot,207,1.6 HDi Outdoor,Station wagon
Skoda,Karoq,1.5 TSI Style,SUV
Toyota,Hilux,2.8 D-4D,Hard top
Opel,Zafira,1.9 CDTI Cosmo,MPV
Peugeot,207,1.4 HDi Millesim,Hatchback/5
Volvo,XC60,2.0 B4 Plus Bright,SUV
Toyota,Land Cruiser,3.0 D-4D Prado,SUV
Peugeot,308,1.6 HDi Comfort,Hatchback/3
Peugeot,407,2.0 Executive Premium,Sedan
Seat,Arona,1.6 TDI Xcellence,SUV
Mercedes - Benz,C,C 200 Kompressor Avantgarde,Station wagon
Opel,Vectra,1.8 Comfort,Sedan
Opel,Astra,1.3 CDTI Enjoy,Station wagon
Opel,Astra,1.6 Classic,Hatchback/5
Mercedes - Benz,C,C 180 Esprit,Sedan
Opel,Astra,1.6 Essentia,Sedan
Mercedes - Benz,S,S 350 350 L BlueEfficiency,Sedan
Opel,Astra,1.4 Essentia,Station wagon
Peugeot,307,1.4 XR,Hatchback/5
Peugeot,306,1.6 XR,Hatchback/5
Peugeot,406,2.0 SV,Sedan
Mercedes - Benz,CLS,320 320 CDI,Coupe
Peugeot,307,1.6 Look,Hatchback/5
Peugeot,307,1.6 Pack,Station wagon
Ford,F,150,SUV
Mercedes - Benz,CLA,200 Urban,Hatchback/5
Renault,Clio,1.2 Extreme,Hatchback/3
Mercedes - Benz,B,B 180 BlueEFFICIENCY Elite,Hatchback/5
GMC,Sierra,2.7 L,SUV
Mitsubishi,Carisma,1.9 DI-D Comfort,Hatchback/5
Peugeot,206,1.6 XS,Hatchback/3
Honda,HR-V,1.5 i-MMD Hybrid Advance,SUV
Mini,Cooper,1.6 D,Hatchback/3
Renault,Clio,1.4 Extreme,Sedan
Proton,415,GLS,Hatchback/5
Peugeot,308,1.6 THP Premium,Hatchback/5
Peugeot,207,1.4 Trendy,Hatchback/3
Volkswagen,Polo,1.4 TDi Trendline,Hatchback/3
Peugeot,407,2.0 HDi Executive,Station wagon
Volvo,S60,1.6 T4 Advance,Sedan
Isuzu,D-Max,1.9 D 4x2 V-Life,Hard top
Peugeot,207,1.4 Envy,Hatchback/5
Volvo,S40,2.0 T,Sedan
Peugeot,308,1.6 VTi Millesim,Hatchback/5
Mercedes - Benz,A,A 180 d AMG,Sedan
Mercedes - Benz,S,S 400 400d Long Vizyon,Sedan
Volvo,S60,2.5 T,Sedan
Volkswagen,Passat Variant,2.0 TDi Comfortline,Station wagon
Kia,EV3,Long Range,SUV
BMW,X1,16d sDrive,SUV
Peugeot,301,1.2 VTi Active,Sedan
Volvo,C30,1.6 D R-Design,Hatchback/3
Honda,ZR-V,2.0i-MMD Hybrid Advance,SUV
BMW,X2,1.6d sDrive M Sport,SUV
Peugeot,301,1.2 PureTech Access,Sedan
Peugeot,308,1.6 BlueHdi Style,Hatchback/5
Renault,R5 E-Tech,EV52,Hatchback/5
Renault,Clio,1.6 RXT,Hatchback/3
BMW,X3,20i sDrive X Plus,SUV
Hyundai,Tucson,2.0 CRDi Executive,SUV
Audi,Q2,30 TFSI Design,SUV
Land Rover,Freelander,1.8 E,SUV
Land Rover,Freelander,2.2 TD4 SE Plus,SUV
Audi,Q6,E-Tron 55 Quattro,SUV
Renault,Clio,1.4 RN,Sedan
Citroen,C4 SUV,1.2 PureTech Shine Bold,SUV
Volkswagen,Polo,1.0 TSi Comfortline,Hatchback/3
Land Rover,Range Rover,4.6 HSE,SUV
Land Rover,Range Rover,3.0 TDV6 HSE,SUV
Land Rover,Range Rover,4.4 TDV8 Vogue,SUV
Peugeot,508,1.6 BlueHDi Business,Sedan
Mazda,CX-3,1.5 SKY-D Power Sense Plus,Crossover
BMW,X2,1.8i sDrive M Sport X,SUV
Mercedes - Benz,GLC,300 D AMG,Coupe
Mercedes - Benz,X,X 250 d Progressive,Hard top
Mercedes - Benz,GLA,180 D Urban,SUV
BMW,X5,44,SUV
BMW,X3,20d 20d Premium,SUV
Chevrolet,Captiva,2.0 D LT Base,SUV
Mini,Cooper Countryman,1.6 D,SUV
